"Sezione","Campo","Obbligatorio","Binding Object","Binding Field","Note obbligatorieta' formule","Condizioni obbligatorieta'"
"Formula","193","SI","","","",""
"Sezione","Campo","Obbligatorio","Binding Object","Binding Field","Note obbligatorieta' formule","Si puo' ignorare la sezione per"
"Formazione atto","Numero comunale","SI","evento","numeroatto","","obbligatoria"
"Formazione atto","Data formazione","SI","evento","dataformazione","","obbligatoria"
"Formazione atto","Ora formazione","SI","evento","ora","","obbligatoria"
"Formazione atto","Minuti formazione","SI","evento","minuto","","obbligatoria"
"Dati decesso","Data morte","NO","evento.datiDiMorte","dataMorte","","obbligatoria"
"Dati decesso","Ora","NO","evento.datiDiMorte","oraMorte","","obbligatoria"
"Dati decesso","Minuti","NO","evento.datiDiMorte","minutoMorte","","obbligatoria"
"Dati decesso","Data presunta inizio","NO","evento.datiDiMorte","dataPresuntaMorteDa","","obbligatoria"
"Dati decesso","Data presunta fine","NO","evento.datiDiMorte","dataPresuntaMorteA","","obbligatoria"
"Dati decesso","Note data e ora presunta","NO","evento.datiDiMorte","testoDataPresuntaMorte","","obbligatoria"
"Dati decesso","Luogo","NO","evento.datiDiMorte","luogoMorte","","obbligatoria"
"Dati decesso","Stato","SI","evento.datiDiMorte","idStatoMorte","","obbligatoria"
"Dati decesso","Stato - Descrizione","SI","evento.datiDiMorte","nomeStatoMorte","","obbligatoria"
"Dati decesso","Provincia","NO","evento.datiDiMorte","idProvinciaMorte","","obbligatoria"
"Dati decesso","Provincia - Descrizione","NO","evento.datiDiMorte","siglaProvinciaMorte","","obbligatoria"
"Dati decesso","Comune","NO","evento.datiDiMorte","idComuneMorte","","obbligatoria"
"Dati decesso","Comune - Descrizione","NO","evento.datiDiMorte","nomeComuneMorte","","obbligatoria"
"Dati decesso","Località estera","NO","evento.datiDiMorte","comuneEstero","","obbligatoria"
"Dati decesso","Indirizzo","NO","evento.datiDiMorte","indirizzoMorte","","obbligatoria"
"Deceduto","Cognome","NO","evento.intestatari[0]","cognome","","obbligatoria"
"Deceduto","Nome","SI","evento.intestatari[0]","nome","","obbligatoria"
"Deceduto","Codice Fiscale","NO","evento.intestatari[0]","codiceFiscale","","obbligatoria"
"Deceduto","Identificativo unico nazionale","NO","evento.intestatari[0]","idANPR","","obbligatoria"
"Deceduto","Sesso","SI","evento.intestatari[0]","sesso","","obbligatoria"
"Deceduto","Formato Data Nascita","NO","evento.intestatari[0]","idFormatodata","","obbligatoria"
"Deceduto","Formato Data Nascita - Descrizione","NO","evento.intestatari[0]","formatodata","","obbligatoria"
"Deceduto","Data nascita","SI","evento.intestatari[0]","dataNascita","","obbligatoria"
"Deceduto","Stato Nascita","SI","evento.intestatari[0]","idStatoNascita","","obbligatoria"
"Deceduto","Stato Nascita - Descrizione","SI","evento.intestatari[0]","nomeStatoNascita","","obbligatoria"
"Deceduto","Provincia Nascita","NO","evento.intestatari[0]","idProvinciaNascita","","obbligatoria"
"Deceduto","Provincia Nascita - Descrizione","NO","evento.intestatari[0]","siglaProvinciaNascita","","obbligatoria"
"Deceduto","Comune Nascita","NO","evento.intestatari[0]","idComuneNascita","","obbligatoria"
"Deceduto","Comune Nascita - Descrizione","NO","evento.intestatari[0]","nomeComuneNascita","","obbligatoria"
"Deceduto","Località estera","NO","evento.intestatari[0]","localitaEsteraNascita","","obbligatoria"
"Deceduto","Nazionalità","NO","evento.intestatari[0]","idNazionalita","","obbligatoria"
"Deceduto","Nazionalità - Descrizione","NO","evento.intestatari[0]","nazionalita","","obbligatoria"
"Deceduto","Residenza non nota","NO","evento.intestatari[0]","flagIrreperibile","","obbligatoria"
"Deceduto","Stato Residenza","NO","evento.intestatari[0]","idStatoResidenza","","obbligatoria"
"Deceduto","Stato Residenza - Descrizione","NO","evento.intestatari[0]","nomeStatoResidenza","","obbligatoria"
"Deceduto","Provincia Residenza","NO","evento.intestatari[0]","idProvinciaResidenza","","obbligatoria"
"Deceduto","Provincia Residenza - Descrizione","NO","evento.intestatari[0]","siglaProvinciaResidenza","","obbligatoria"
"Deceduto","Comune Residenza","NO","evento.intestatari[0]","idComuneResidenza","","obbligatoria"
"Deceduto","Comune Residenza - Descrizione","NO","evento.intestatari[0]","nomeComuneResidenza","","obbligatoria"
"Deceduto","Indirizzo Residenza","NO","evento.intestatari[0]","indirizzoResidenza","","obbligatoria"
"Deceduto","Provincia AIRE","NO","evento.intestatari[0]","idProvinciaAIRE","","obbligatoria"
"Deceduto","Provincia AIRE - Descrizione","NO","evento.intestatari[0]","siglaProvinciaAIRE","","obbligatoria"
"Deceduto","Comune AIRE","NO","evento.intestatari[0]","idComuneAIRE","","obbligatoria"
"Deceduto","Comune AIRE - Descrizione","NO","evento.intestatari[0]","nomeComuneAIRE","","obbligatoria"
"Dati della trascrizione","Data richiesta trascrizione","SI","evento.trascrizioneMorte","dataComunicazione","","obbligatoria"
"Dati della trascrizione","Riassunto","SI","evento.trascrizioneMorte","testoLibero","","obbligatoria"
"Coniuge","Cognome","NO","evento.coniuge","cognome","","evento.intestatari[0].idstatocivile,in,(1,4,6,7,8,9)"
"Coniuge","Nome","NO","evento.coniuge","nome","","evento.intestatari[0].idstatocivile,in,(1,4,6,7,8,9)"
"Coniuge","Identificativo unico nazionale","NO","evento.coniuge","idANPR","","evento.intestatari[0].idstatocivile,in,(1,4,6,7,8,9)"
"Coniuge","Sesso","NO","evento.coniuge","sesso","","evento.intestatari[0].idstatocivile,in,(1,4,6,7,8,9)"
"Coniuge","Formato Data Nascita","NO","evento.coniuge","idFormatodata","","evento.intestatari[0].idstatocivile,in,(1,4,6,7,8,9)"
"Coniuge","Formato Data Nascita - Descrizione","NO","evento.coniuge","formatodata","","evento.intestatari[0].idstatocivile,in,(1,4,6,7,8,9)"
"Coniuge","Data nascita","NO","evento.coniuge","dataNascita","","evento.intestatari[0].idstatocivile,in,(1,4,6,7,8,9)"
"Coniuge","Stato di nascita","NO","evento.coniuge","idStatoNascita","","evento.intestatari[0].idstatocivile,in,(1,4,6,7,8,9)"
"Coniuge","Stato di nascita - Descrizione","NO","evento.coniuge","nomeStatoNascita","","evento.intestatari[0].idstatocivile,in,(1,4,6,7,8,9)"
"Coniuge","Provincia di nascita","NO","evento.coniuge","idProvinciaNascita","","evento.intestatari[0].idstatocivile,in,(1,4,6,7,8,9)"
"Coniuge","Provincia di nascita - Descrizione","NO","evento.coniuge","siglaProvinciaNascita","","evento.intestatari[0].idstatocivile,in,(1,4,6,7,8,9)"
"Coniuge","Comune di nascita","NO","evento.coniuge","idComuneNascita","","evento.intestatari[0].idstatocivile,in,(1,4,6,7,8,9)"
"Coniuge","Comune di nascita - Descrizione","NO","evento.coniuge","nomeComuneNascita","","evento.intestatari[0].idstatocivile,in,(1,4,6,7,8,9)"
"Coniuge","Località estera","NO","evento.coniuge","localitaEsteraNascita","","evento.intestatari[0].idstatocivile,in,(1,4,6,7,8,9)"
"Coniuge","Nazionalità","NO","evento.coniuge","idNazionalita","","evento.intestatari[0].idstatocivile,in,(1,4,6,7,8,9)"
"Coniuge","Nazionalità - Descrizione","NO","evento.coniuge","nazionalita","","evento.intestatari[0].idstatocivile,in,(1,4,6,7,8,9)"
"Coniuge","Comprensione","NO","evento.coniuge","tipoImpedimento","","evento.intestatari[0].idstatocivile,in,(1,4,6,7,8,9)"
"Coniuge","Residenza non nota","NO","evento.coniuge","flagIrreperibile","","evento.intestatari[0].idstatocivile,in,(1,4,6,7,8,9)"
"Coniuge","Stato di residenza","NO","evento.coniuge","idStatoResidenza","","evento.intestatari[0].idstatocivile,in,(1,4,6,7,8,9)"
"Coniuge","Stato di residenza - Descrizione","NO","evento.coniuge","nomeStatoResidenza","","evento.intestatari[0].idstatocivile,in,(1,4,6,7,8,9)"
"Coniuge","Provincia di residenza","NO","evento.coniuge","idProvinciaResidenza","","evento.intestatari[0].idstatocivile,in,(1,4,6,7,8,9)"
"Coniuge","Provincia di residenza - Descrizione","NO","evento.coniuge","siglaProvinciaResidenza","","evento.intestatari[0].idstatocivile,in,(1,4,6,7,8,9)"
"Coniuge","Comune di residenza","NO","evento.coniuge","idComuneResidenza","","evento.intestatari[0].idstatocivile,in,(1,4,6,7,8,9)"
"Coniuge","Comune di residenza - Descrizione","NO","evento.coniuge","nomeComuneResidenza","","evento.intestatari[0].idstatocivile,in,(1,4,6,7,8,9)"
"Coniuge","Indirizzo di residenza","NO","evento.coniuge","indirizzoResidenza","","evento.intestatari[0].idstatocivile,in,(1,4,6,7,8,9)"
"Coniuge","flag dichiarante","NO","evento.coniuge","flagDichiarante","","evento.intestatari[0].idstatocivile,in,(1,4,6,7,8,9)"
"Coniuge","flag comparente","NO","evento.coniuge","flagComparente","","evento.intestatari[0].idstatocivile,in,(1,4,6,7,8,9)"
"Coniuge","flag firmatario","NO","evento.coniuge","flagFirmatario","","evento.intestatari[0].idstatocivile,in,(1,4,6,7,8,9)"
"Unito civilmente","Cognome","NO","evento.coniuge","cognome","","evento.intestatari[0].idstatocivile,in,(1,2,3,4,8,9)"
"Unito civilmente","Nome","NO","evento.coniuge","nome","","evento.intestatari[0].idstatocivile,in,(1,2,3,4,8,9)"
"Unito civilmente","Identificativo unico nazionale","NO","evento.coniuge","idANPR","","evento.intestatari[0].idstatocivile,in,(1,2,3,4,8,9)"
"Unito civilmente","Sesso","NO","evento.coniuge","sesso","","evento.intestatari[0].idstatocivile,in,(1,2,3,4,8,9)"
"Unito civilmente","Formato Data Nascita","NO","evento.coniuge","idFormatodata","","evento.intestatari[0].idstatocivile,in,(1,2,3,4,8,9)"
"Unito civilmente","Formato Data Nascita - Descrizione","NO","evento.coniuge","formatodata","","evento.intestatari[0].idstatocivile,in,(1,2,3,4,8,9)"
"Unito civilmente","Data nascita","NO","evento.coniuge","dataNascita","","evento.intestatari[0].idstatocivile,in,(1,2,3,4,8,9)"
"Unito civilmente","Stato di nascita","NO","evento.coniuge","idStatoNascita","","evento.intestatari[0].idstatocivile,in,(1,2,3,4,8,9)"
"Unito civilmente","Stato di nascita - Descrizione","NO","evento.coniuge","nomeStatoNascita","","evento.intestatari[0].idstatocivile,in,(1,2,3,4,8,9)"
"Unito civilmente","Provincia di nascita","NO","evento.coniuge","idProvinciaNascita","","evento.intestatari[0].idstatocivile,in,(1,2,3,4,8,9)"
"Unito civilmente","Provincia di nascita - Descrizione","NO","evento.coniuge","siglaProvinciaNascita","","evento.intestatari[0].idstatocivile,in,(1,2,3,4,8,9)"
"Unito civilmente","Comune di nascita","NO","evento.coniuge","idComuneNascita","","evento.intestatari[0].idstatocivile,in,(1,2,3,4,8,9)"
"Unito civilmente","Comune di nascita - Descrizione","NO","evento.coniuge","nomeComuneNascita","","evento.intestatari[0].idstatocivile,in,(1,2,3,4,8,9)"
"Unito civilmente","Località estera","NO","evento.coniuge","localitaEsteraNascita","","evento.intestatari[0].idstatocivile,in,(1,2,3,4,8,9)"
"Unito civilmente","Nazionalità","NO","evento.coniuge","idNazionalita","","evento.intestatari[0].idstatocivile,in,(1,2,3,4,8,9)"
"Unito civilmente","Nazionalità - Descrizione","NO","evento.coniuge","nazionalita","","evento.intestatari[0].idstatocivile,in,(1,2,3,4,8,9)"
"Unito civilmente","Comprensione","NO","evento.coniuge","tipoImpedimento","","evento.intestatari[0].idstatocivile,in,(1,2,3,4,8,9)"
"Unito civilmente","Residenza non nota","NO","evento.coniuge","flagIrreperibile","","evento.intestatari[0].idstatocivile,in,(1,2,3,4,8,9)"
"Unito civilmente","Stato di residenza","NO","evento.coniuge","idStatoResidenza","","evento.intestatari[0].idstatocivile,in,(1,2,3,4,8,9)"
"Unito civilmente","Stato di residenza - Descrizione","NO","evento.coniuge","nomeStatoResidenza","","evento.intestatari[0].idstatocivile,in,(1,2,3,4,8,9)"
"Unito civilmente","Provincia di residenza","NO","evento.coniuge","idProvinciaResidenza","","evento.intestatari[0].idstatocivile,in,(1,2,3,4,8,9)"
"Unito civilmente","Provincia di residenza - Descrizione","NO","evento.coniuge","siglaProvinciaResidenza","","evento.intestatari[0].idstatocivile,in,(1,2,3,4,8,9)"
"Unito civilmente","Comune di residenza","NO","evento.coniuge","idComuneResidenza","","evento.intestatari[0].idstatocivile,in,(1,2,3,4,8,9)"
"Unito civilmente","Comune di residenza - Descrizione","NO","evento.coniuge","nomeComuneResidenza","","evento.intestatari[0].idstatocivile,in,(1,2,3,4,8,9)"
"Unito civilmente","Indirizzo di residenza","NO","evento.coniuge","indirizzoResidenza","","evento.intestatari[0].idstatocivile,in,(1,2,3,4,8,9)"
"Unito civilmente","flag dichiarante","NO","evento.coniuge","flagDichiarante","","evento.intestatari[0].idstatocivile,in,(1,2,3,4,8,9)"
"Unito civilmente","flag comparente","NO","evento.coniuge","flagComparente","","evento.intestatari[0].idstatocivile,in,(1,2,3,4,8,9)"
"Unito civilmente","flag firmatario","NO","evento.coniuge","flagFirmatario","","evento.intestatari[0].idstatocivile,in,(1,2,3,4,8,9)"
"Autorità mittente","Nome ente","SI","evento.trascrizioneMorte.atto.enteEstero","nomeEnte","","obbligatoria"
"Autorità mittente","Stato ente","SI","evento.trascrizioneMorte.atto.enteEstero","nazioneEnte","","obbligatoria"
"Autorità mittente","Stato ente - Descrizione","SI","evento.trascrizioneMorte.atto.enteEstero","nomeNazioneEnte","","obbligatoria"
"Autorità mittente","Provincia ente","NO","evento.trascrizioneMorte.atto.enteEstero","idProvinciaEnte","","obbligatoria"
"Autorità mittente","Provincia ente - Descrizione","NO","evento.trascrizioneMorte.atto.enteEstero","siglaProvinciaEnte","","obbligatoria"
"Autorità mittente","Comune ente","NO","evento.trascrizioneMorte.atto.enteEstero","idComuneEnte","","obbligatoria"
"Autorità mittente","Comune ente - Descrizione","NO","evento.trascrizioneMorte.atto.enteEstero","nomeComuneEnte","","obbligatoria"
"Autorità mittente","Anagrafica Consolato","NO","evento.trascrizioneMorte.atto.enteEstero","idAnagraficaConsolato","","obbligatoria"
"Autorità mittente","Anagrafica Consolato - Descrizione","NO","evento.trascrizioneMorte.atto.enteEstero","nomeAnagraficaConsolato","","obbligatoria"
"Dettagli evento","Stato civile del defunto","SI","evento.intestatari[0]","idstatocivile","","obbligatoria"
"Dettagli evento","Stato civile del defunto - Descrizione","SI","evento.intestatari[0]","descrizionestatocivile","","obbligatoria"
"Atto di nascita del deceduto","Id atto","NO","evento.trascrizioneMorte.attoNascitaDeceduto","idAnsc","","opzionale"
"Atto di nascita del deceduto","Provincia registrazione","NO","evento.trascrizioneMorte.attoNascitaDeceduto","idProvinciaRegistrazione","","opzionale"
"Atto di nascita del deceduto","Provincia registrazione - Descrizione","NO","evento.trascrizioneMorte.attoNascitaDeceduto","siglaProvinciaRegistrazione","","opzionale"
"Atto di nascita del deceduto","Comune registrazione","NO","evento.trascrizioneMorte.attoNascitaDeceduto","idComuneRegistrazione","","opzionale"
"Atto di nascita del deceduto","Comune registrazione - Descrizione","NO","evento.trascrizioneMorte.attoNascitaDeceduto","nomeComuneRegistrazione","","opzionale"
"Atto di nascita del deceduto","Tipo evento","NO","evento.trascrizioneMorte.attoNascitaDeceduto","idtipocontenuto","","opzionale"
"Atto di nascita del deceduto","Numero Comunale","NO","evento.trascrizioneMorte.attoNascitaDeceduto","numeroatto","","opzionale"
"Atto di nascita del deceduto","Anno atto","NO","evento.trascrizioneMorte.attoNascitaDeceduto","annoAtto","","opzionale"
"Atto di nascita del deceduto","Data atto","NO","evento.trascrizioneMorte.attoNascitaDeceduto","dataformazione","","opzionale"
"Atto di nascita del deceduto","Parte","NO","evento.trascrizioneMorte.attoNascitaDeceduto","parte","","opzionale"
"Atto di nascita del deceduto","Serie","NO","evento.trascrizioneMorte.attoNascitaDeceduto","serie","","opzionale"
"Atto di nascita del deceduto","Volume","NO","evento.trascrizioneMorte.attoNascitaDeceduto","volume","","opzionale"
"Atto di nascita del deceduto","Tipo registro","NO","evento.trascrizioneMorte.attoNascitaDeceduto","tipologia","","opzionale"
"Annotazione Contestuale","Tipo Annotazione Contestuale","NO","evento.datiAnnotazione","tipoAnnotazione","","obbligatoria"
"Annotazione Contestuale","Dichiara come non certificabile","NO","evento.datiAnnotazione","flagAnnotazioneNonCertificabile","","obbligatoria"
"Annotazione Contestuale","Testo Annotazione Contestuale","NO","evento.datiAnnotazione","testoAnnotazione","","obbligatoria"
