"Sezione","Campo","Obbligatorio","Binding Object","Binding Field","Note obbligatorieta' formule"
"Allegati","Copia integrale dell'atto di nascita del figlio che viene riconosciuto","NO","","",""
"Allegati","Copia integrale dell'atto di nascita del dichiarante","SI","","",""
"Formula","106","SI","","",""
"Formula","194","NO","","",""
"Formula","195","NO","","",""
"Formula","196","NO","","",""
"Formula","197","NO","","",""
"Formula","198","NO","","",""
"Formula","199","NO","","",""
"Sezione","Campo","Obbligatorio","Binding Object","Binding Field","Note obbligatorieta' formule"
"Formazione atto","Numero comunale","SI","evento","numeroatto",""
"Formazione atto","Data formazione","SI","evento","dataformazione",""
"Formazione atto","Ora formazione","SI","evento","ora",""
"Formazione atto","Minuti formazione","SI","evento","minuto",""
"Dati generali","Presentazione documenti","SI","evento","datiProdotti",""
"Dichiarante","Dichiarante","SI","evento","tipoDichiarante",""
"Dichiarante","Cognome","NO","evento.dichiarante","cognome",""
"Dichiarante","Nome","NO","evento.dichiarante","nome",""
"Dichiarante","Sesso","NO","evento.dichiarante","sesso",""
"Dichiarante","Data nascita","NO","evento.dichiarante","dataNascita",""
"Dichiarante","Stato di nascita","NO","evento.dichiarante","idStatoNascita",""
"Dichiarante","Stato di nascita - Descrizione","NO","evento.dichiarante","nomeStatoNascita",""
"Dichiarante","Provincia di nascita","NO","evento.dichiarante","idProvinciaNascita",""
"Dichiarante","Provincia di nascita - Descrizione","NO","evento.dichiarante","siglaProvinciaNascita",""
"Dichiarante","Comune di nascita","NO","evento.dichiarante","idComuneNascita",""
"Dichiarante","Comune di nascita - Descrizione","NO","evento.dichiarante","nomeComuneNascita",""
"Dichiarante","Nazionalita","NO","evento.dichiarante","idNazionalita",""
"Dichiarante","Nazionalita - Descrizione","NO","evento.dichiarante","nazionalita",""
"Dichiarante","Stato di residenza","NO","evento.dichiarante","idStatoResidenza",""
"Dichiarante","Stato di residenza - Descrizione","NO","evento.dichiarante","nomeStatoResidenza",""
"Dichiarante","Provincia di residenza","NO","evento.dichiarante","idProvinciaResidenza",""
"Dichiarante","Provincia di residenza - Descrizione","NO","evento.dichiarante","siglaProvinciaResidenza",""
"Dichiarante","Comune di residenza","NO","evento.dichiarante","idComuneResidenza",""
"Dichiarante","Comune di residenza - Descrizione","NO","evento.dichiarante","nomeComuneResidenza",""
"Dichiarante","Indirizzo di residenza","NO","evento.dichiarante","indirizzoResidenza",""
"Dichiarante","flag dichiarante","NO","evento.dichiarante","flagDichiarante",""
"Dichiarante","flag comparente","NO","evento.dichiarante","flagComparente",""
"Dichiarante","flag firmatario","NO","evento.dichiarante","flagFirmatario",""
"Madre","Cognome","NO","evento.madre","cognome",""
"Madre","Nome","SI","evento.madre","nome",""
"Madre","Sesso","SI","evento.madre","sesso",""
"Madre","Data nascita","SI","evento.madre","dataNascita",""
"Madre","Stato di nascita","SI","evento.madre","idStatoNascita",""
"Madre","Stato di nascita - Descrizione","SI","evento.madre","nomeStatoNascita",""
"Madre","Provincia di nascita","NO","evento.madre","idProvinciaNascita",""
"Madre","Provincia di nascita - Descrizione","NO","evento.madre","siglaProvinciaNascita",""
"Madre","Comune di nascita","NO","evento.madre","idComuneNascita",""
"Madre","Comune di nascita - Descrizione","NO","evento.madre","nomeComuneNascita",""
"Madre","Nazionalita","SI","evento.madre","idNazionalita",""
"Madre","Nazionalita - Descrizione","SI","evento.madre","nazionalita",""
"Madre","Stato di residenza","SI","evento.madre","idStatoResidenza",""
"Madre","Stato di residenza - Descrizione","SI","evento.madre","nomeStatoResidenza",""
"Madre","Provincia di residenza","NO","evento.madre","idProvinciaResidenza",""
"Madre","Provincia di residenza - Descrizione","NO","evento.madre","siglaProvinciaResidenza",""
"Madre","Comune di residenza","NO","evento.madre","idComuneResidenza",""
"Madre","Comune di residenza - Descrizione","NO","evento.madre","nomeComuneResidenza",""
"Madre","Indirizzo di residenza","NO","evento.madre","indirizzoResidenza",""
"Madre","flag dichiarante","SI","evento.madre","flagDichiarante",""
"Madre","flag comparente","SI","evento.madre","flagComparente",""
"Madre","flag firmatario","SI","evento.madre","flagFirmatario",""
"Figlio","Cognome","NO","evento.intestatari[0]","cognome","106"
