"Sezione","Campo","Obbligatorio","Binding Object","Binding Field","Note obbligatorieta' formule","Condizioni obbligatorieta'"
"Formula","147","SI","","","",""
"Sezione","Campo","Obbligatorio","Binding Object","Binding Field","Note obbligatorieta' formule","Si puo' ignorare la sezione per"
"Formazione atto","Numero comunale","SI","evento","numeroatto","","obbligatoria"
"Formazione atto","Data formazione","SI","evento","dataformazione","","obbligatoria"
"Formazione atto","Ora formazione","SI","evento","ora","","obbligatoria"
"Formazione atto","Minuti formazione","SI","evento","minuto","","obbligatoria"
"Dati generali","Scelta cambio cognome","SI","evento.datiEventoRiconoscimento","tipoSceltaCognome","","evento.datiAnnotazioneModificativa.etaFiglio,!=,2"
"Madre","Cognome","NO","evento.datiAnnotazioneModificativa.genitori[0]","cognome","","evento.datiAnnotazioneModificativa.genitore,!=,1 || evento.flagOmogenitoriale,=,true"
"Madre","Nome","SI","evento.datiAnnotazioneModificativa.genitori[0]","nome","","evento.datiAnnotazioneModificativa.genitore,!=,1 || evento.flagOmogenitoriale,=,true"
"Madre","Identificativo unico nazionale","NO","evento.datiAnnotazioneModificativa.genitori[0]","idANPR","","evento.datiAnnotazioneModificativa.genitore,!=,1 || evento.flagOmogenitoriale,=,true"
"Madre","Sesso","SI","evento.datiAnnotazioneModificativa.genitori[0]","sesso","","evento.datiAnnotazioneModificativa.genitore,!=,1 || evento.flagOmogenitoriale,=,true"
"Madre","Formato Data Nascita","NO","evento.datiAnnotazioneModificativa.genitori[0]","idFormatodata","","evento.datiAnnotazioneModificativa.genitore,!=,1 || evento.flagOmogenitoriale,=,true"
"Madre","Formato Data Nascita - Descrizione","NO","evento.datiAnnotazioneModificativa.genitori[0]","formatodata","","evento.datiAnnotazioneModificativa.genitore,!=,1 || evento.flagOmogenitoriale,=,true"
"Madre","Data nascita","SI","evento.datiAnnotazioneModificativa.genitori[0]","dataNascita","","evento.datiAnnotazioneModificativa.genitore,!=,1 || evento.flagOmogenitoriale,=,true"
"Madre","Stato di nascita","SI","evento.datiAnnotazioneModificativa.genitori[0]","idStatoNascita","","evento.datiAnnotazioneModificativa.genitore,!=,1 || evento.flagOmogenitoriale,=,true"
