"Sezione","Campo","Obbligatorio","Binding Object","Binding Field","Note obbligatorieta' formule","Condizioni obbligatorieta'"
"Allegati","Attestazione di nascita","NO","","","","{evento.datiDiNascita.tipoAccertamento,=,1}"
"Allegati","Constatazione di avvenuto parto","NO","","","","{evento.datiDiNascita.tipoAccertamento,=,2}"
"Allegati","Dichiarazione di nascita sostitutiva resa da dichiarante","NO","","","","{evento.datiDiNascita.tipoAccertamento,=,3}"
"Allegati","Certificato medico attestante che il bambino è nato vivo e poi deceduto","SI","","","",""
"Formula","4","SI","","","",""
"Formula","18","SI","","","",""
"Formula","40","SI","","","",""
"Formula","194","NO","","","",""
"Formula","195","NO","","","",""
"Formula","196","NO","","","",""
"Formula","197","NO","","","",""
"Formula","198","NO","","","",""
"Formula","199","NO","","","",""
"Sezione","Campo","Obbligatorio","Binding Object","Binding Field","Note obbligatorieta' formule","Condizioni obbligatorieta'"
"Formazione atto","Numero comunale","SI","evento","numeroatto","","obbligatoria"
"Formazione atto","Data formazione","SI","evento","dataformazione","","obbligatoria"
"Formazione atto","Ora formazione","SI","evento","ora","","obbligatoria"
"Formazione atto","Minuti formazione","SI","evento","minuto","","obbligatoria"
"Dichiarante","Dichiarante","SI","evento","tipoDichiarante","","obbligatoria"
"Dichiarante","Cognome","NO","evento.dichiarante","cognome","","obbligatoria"
"Dichiarante","Nome","SI","evento.dichiarante","nome","","obbligatoria"
"Dichiarante","Sesso","SI","evento.dichiarante","sesso","","obbligatoria"
"Dichiarante","Data nascita","SI","evento.dichiarante","dataNascita","","obbligatoria"
"Dichiarante","Stato di nascita","SI","evento.dichiarante","idStatoNascita","","obbligatoria"
"Dichiarante","Stato di nascita - Descrizione","SI","evento.dichiarante","nomeStatoNascita","","obbligatoria"
"Dichiarante","Provincia di nascita","NO","evento.dichiarante","idProvinciaNascita","","obbligatoria"
"Dichiarante","Provincia di nascita - Descrizione","NO","evento.dichiarante","siglaProvinciaNascita","","obbligatoria"
"Dichiarante","Comune di nascita","NO","evento.dichiarante","idComuneNascita","","obbligatoria"
"Dichiarante","Comune di nascita - Descrizione","NO","evento.dichiarante","nomeComuneNascita","","obbligatoria"
"Dichiarante","Nazionalita","SI","evento.dichiarante","idNazionalita","","obbligatoria"
"Dichiarante","Nazionalita - Descrizione","SI","evento.dichiarante","nazionalita","","obbligatoria"
"Dichiarante","Stato di residenza","SI","evento.dichiarante","idStatoResidenza","","obbligatoria"
"Dichiarante","Stato di residenza - Descrizione","SI","evento.dichiarante","nomeStatoResidenza","","obbligatoria"
"Dichiarante","Provincia di residenza","NO","evento.dichiarante","idProvinciaResidenza","","obbligatoria"
"Dichiarante","Provincia di residenza - Descrizione","NO","evento.dichiarante","siglaProvinciaResidenza","","obbligatoria"
"Dichiarante","Comune di residenza","NO","evento.dichiarante","idComuneResidenza","","obbligatoria"
"Dichiarante","Comune di residenza - Descrizione","NO","evento.dichiarante","nomeComuneResidenza","","obbligatoria"
"Dichiarante","Indirizzo di residenza","NO","evento.dichiarante","indirizzoResidenza","","obbligatoria"
"Dichiarante","flag dichiarante","SI","evento.dichiarante","flagDichiarante","","obbligatoria"
"Dichiarante","flag comparente","SI","evento.dichiarante","flagComparente","","obbligatoria"
"Dichiarante","flag firmatario","SI","evento.dichiarante","flagFirmatario","","obbligatoria"
