"Sezione","Campo","Obbligatorio","Binding Object","Binding Field","Note obbligatorieta' formule","Condizioni obbligatorieta'"
"Formula","999.4.1","SI","","","",""
"Sezione","Campo","Obbligatorio","Binding Object","Binding Field","Note obbligatorieta' formule","Si puo' ignorare la sezione per"
"Formazione atto","Numero comunale","SI","evento","numeroatto","","obbligatoria"
"Formazione atto","Data formazione","SI","evento","dataformazione","","obbligatoria"
"Formazione atto","Ora formazione","SI","evento","ora","","obbligatoria"
"Formazione atto","Minuti formazione","SI","evento","minuto","","obbligatoria"
"Dati generali","Data decorrenza","NO","evento","dataDecorrenza","","obbligatoria"
"Dati generali","Ora decorrenza","NO","evento","oraDecorrenza","","obbligatoria"
"Dati generali","Minuto decorrenza","NO","evento","minutoDecorrenza","","obbligatoria"
"Dati generali","Motivo recupero","NO","evento","motivoRecupero","","obbligatoria"
"Dati generali","Descrizione recupero","NO","evento","descrizioneMotivoRecupero","","obbligatoria"
"Dati generali","Data Evento","SI","evento.datiEventoUnioneCivile","dataEvento","","obbligatoria"
"Dati generali","Provincia","SI","evento.datiEventoUnioneCivile.luogoCelebrazione","idProvincia","","obbligatoria"
"Dati generali","Provincia - Descrizione","SI","evento.datiEventoUnioneCivile.luogoCelebrazione","siglaProvincia","","obbligatoria"
"Dati generali","Comune","SI","evento.datiEventoUnioneCivile.luogoCelebrazione","idComune","","obbligatoria"
"Dati generali","Comune - Descrizione","SI","evento.datiEventoUnioneCivile.luogoCelebrazione","nomeComune","","obbligatoria"
"Unito civilmente 1","Cognome","NO","evento.intestatari[0]","cognome","","obbligatoria"
"Unito civilmente 1","Nome","SI","evento.intestatari[0]","nome","","obbligatoria"
"Unito civilmente 1","Sesso","NO","evento.intestatari[0]","sesso","","obbligatoria"
"Unito civilmente 1","Data nascita","SI","evento.intestatari[0]","dataNascita","","obbligatoria"
"Unito civilmente 1","Stato di nascita","SI","evento.intestatari[0]","idStatoNascita","","obbligatoria"
"Unito civilmente 1","Stato di nascita - Descrizione","SI","evento.intestatari[0]","nomeStatoNascita","","obbligatoria"
"Unito civilmente 1","Provincia di nascita","NO","evento.intestatari[0]","idProvinciaNascita","","obbligatoria"
"Unito civilmente 1","Provincia di nascita - Descrizione","NO","evento.intestatari[0]","siglaProvinciaNascita","","obbligatoria"
"Unito civilmente 1","Comune di nascita","NO","evento.intestatari[0]","idComuneNascita","","obbligatoria"
"Unito civilmente 1","Comune di nascita - Descrizione","NO","evento.intestatari[0]","nomeComuneNascita","","obbligatoria"
"Unito civilmente 1","Nazionalita","SI","evento.intestatari[0]","idNazionalita","","obbligatoria"
"Unito civilmente 1","Nazionalita - Descrizione","SI","evento.intestatari[0]","nazionalita","","obbligatoria"
"Unito civilmente 1","Stato di residenza","SI","evento.intestatari[0]","idStatoResidenza","","obbligatoria"
"Unito civilmente 1","Stato di residenza - Descrizione","SI","evento.intestatari[0]","nomeStatoResidenza","","obbligatoria"
"Unito civilmente 1","Provincia di residenza","NO","evento.intestatari[0]","idProvinciaResidenza","","obbligatoria"
"Unito civilmente 1","Provincia di residenza - Descrizione","NO","evento.intestatari[0]","siglaProvinciaResidenza","","obbligatoria"
"Unito civilmente 1","Comune di residenza","NO","evento.intestatari[0]","idComuneResidenza","","obbligatoria"
"Unito civilmente 1","Comune di residenza - Descrizione","NO","evento.intestatari[0]","nomeComuneResidenza","","obbligatoria"
"Unito civilmente 1","Indirizzo di residenza","NO","evento.intestatari[0]","indirizzoResidenza","","obbligatoria"
"Unito civilmente 1","flag dichiarante","SI","evento.intestatari[0]","flagDichiarante","","obbligatoria"
"Unito civilmente 1","flag comparente","SI","evento.intestatari[0]","flagComparente","","obbligatoria"
"Unito civilmente 1","Firmatario","NO","evento.intestatari[0]","flagFirmatario","","obbligatoria"
"Unito civilmente 2","Cognome","NO","evento.intestatari[1]","cognome","","obbligatoria"
"Unito civilmente 2","Nome","SI","evento.intestatari[1]","nome","","obbligatoria"
"Unito civilmente 2","Sesso","NO","evento.intestatari[1]","sesso","","obbligatoria"
"Unito civilmente 2","Data nascita","SI","evento.intestatari[1]","dataNascita","","obbligatoria"
"Unito civilmente 2","Stato di nascita","SI","evento.intestatari[1]","idStatoNascita","","obbligatoria"
"Unito civilmente 2","Stato di nascita - Descrizione","SI","evento.intestatari[1]","nomeStatoNascita","","obbligatoria"
"Unito civilmente 2","Provincia di nascita","NO","evento.intestatari[1]","idProvinciaNascita","","obbligatoria"
"Unito civilmente 2","Provincia di nascita - Descrizione","NO","evento.intestatari[1]","siglaProvinciaNascita","","obbligatoria"
"Unito civilmente 2","Comune di nascita","NO","evento.intestatari[1]","idComuneNascita","","obbligatoria"
"Unito civilmente 2","Comune di nascita - Descrizione","NO","evento.intestatari[1]","nomeComuneNascita","","obbligatoria"
"Unito civilmente 2","Nazionalita","SI","evento.intestatari[1]","idNazionalita","","obbligatoria"
"Unito civilmente 2","Nazionalita - Descrizione","SI","evento.intestatari[1]","nazionalita","","obbligatoria"
"Unito civilmente 2","Stato di residenza","SI","evento.intestatari[1]","idStatoResidenza","","obbligatoria"
"Unito civilmente 2","Stato di residenza - Descrizione","SI","evento.intestatari[1]","nomeStatoResidenza","","obbligatoria"
"Unito civilmente 2","Provincia di residenza","NO","evento.intestatari[1]","idProvinciaResidenza","","obbligatoria"
"Unito civilmente 2","Provincia di residenza - Descrizione","NO","evento.intestatari[1]","siglaProvinciaResidenza","","obbligatoria"
"Unito civilmente 2","Comune di residenza","NO","evento.intestatari[1]","idComuneResidenza","","obbligatoria"
"Unito civilmente 2","Comune di residenza - Descrizione","NO","evento.intestatari[1]","nomeComuneResidenza","","obbligatoria"
"Unito civilmente 2","Indirizzo di residenza","NO","evento.intestatari[1]","indirizzoResidenza","","obbligatoria"
"Unito civilmente 2","flag dichiarante","SI","evento.intestatari[1]","flagDichiarante","","obbligatoria"
"Unito civilmente 2","flag comparente","SI","evento.intestatari[1]","flagComparente","","obbligatoria"
"Unito civilmente 2","Firmatario","NO","evento.intestatari[1]","flagFirmatario","","obbligatoria"
"Testimone 1","Cognome","NO","evento.datiEventoUnioneCivile.testimone1","cognome","","evento.datiEventoUnioneCivile.numeroTestimoni,<,1"
"Testimone 1","Nome","SI","evento.datiEventoUnioneCivile.testimone1","nome","","evento.datiEventoUnioneCivile.numeroTestimoni,<,1"
"Testimone 1","Sesso","NO","evento.datiEventoUnioneCivile.testimone1","sesso","","evento.datiEventoUnioneCivile.numeroTestimoni,<,1"
"Testimone 1","Data nascita","SI","evento.datiEventoUnioneCivile.testimone1","dataNascita","","evento.datiEventoUnioneCivile.numeroTestimoni,<,1"
"Testimone 1","Stato di nascita","SI","evento.datiEventoUnioneCivile.testimone1","idStatoNascita","","evento.datiEventoUnioneCivile.numeroTestimoni,<,1"
"Testimone 1","Stato di nascita - Descrizione","SI","evento.datiEventoUnioneCivile.testimone1","nomeStatoNascita","","evento.datiEventoUnioneCivile.numeroTestimoni,<,1"
"Testimone 1","Provincia di nascita","NO","evento.datiEventoUnioneCivile.testimone1","idProvinciaNascita","","evento.datiEventoUnioneCivile.numeroTestimoni,<,1"
"Testimone 1","Provincia di nascita - Descrizione","NO","evento.datiEventoUnioneCivile.testimone1","siglaProvinciaNascita","","evento.datiEventoUnioneCivile.numeroTestimoni,<,1"
"Testimone 1","Comune di nascita","NO","evento.datiEventoUnioneCivile.testimone1","idComuneNascita","","evento.datiEventoUnioneCivile.numeroTestimoni,<,1"
"Testimone 1","Comune di nascita - Descrizione","NO","evento.datiEventoUnioneCivile.testimone1","nomeComuneNascita","","evento.datiEventoUnioneCivile.numeroTestimoni,<,1"
"Testimone 1","Nazionalita","SI","evento.datiEventoUnioneCivile.testimone1","idNazionalita","","evento.datiEventoUnioneCivile.numeroTestimoni,<,1"
"Testimone 1","Nazionalita - Descrizione","SI","evento.datiEventoUnioneCivile.testimone1","nazionalita","","evento.datiEventoUnioneCivile.numeroTestimoni,<,1"
"Testimone 1","Stato di residenza","SI","evento.datiEventoUnioneCivile.testimone1","idStatoResidenza","","evento.datiEventoUnioneCivile.numeroTestimoni,<,1"
"Testimone 1","Stato di residenza - Descrizione","SI","evento.datiEventoUnioneCivile.testimone1","nomeStatoResidenza","","evento.datiEventoUnioneCivile.numeroTestimoni,<,1"
"Testimone 1","Provincia di residenza","NO","evento.datiEventoUnioneCivile.testimone1","idProvinciaResidenza","","evento.datiEventoUnioneCivile.numeroTestimoni,<,1"
"Testimone 1","Provincia di residenza - Descrizione","NO","evento.datiEventoUnioneCivile.testimone1","siglaProvinciaResidenza","","evento.datiEventoUnioneCivile.numeroTestimoni,<,1"
"Testimone 1","Comune di residenza","NO","evento.datiEventoUnioneCivile.testimone1","idComuneResidenza","","evento.datiEventoUnioneCivile.numeroTestimoni,<,1"
"Testimone 1","Comune di residenza - Descrizione","NO","evento.datiEventoUnioneCivile.testimone1","nomeComuneResidenza","","evento.datiEventoUnioneCivile.numeroTestimoni,<,1"
"Testimone 1","Indirizzo di residenza","NO","evento.datiEventoUnioneCivile.testimone1","indirizzoResidenza","","evento.datiEventoUnioneCivile.numeroTestimoni,<,1"
"Testimone 1","flag dichiarante","SI","evento.datiEventoUnioneCivile.testimone1","flagDichiarante","","evento.datiEventoUnioneCivile.numeroTestimoni,<,1"
"Testimone 1","flag comparente","SI","evento.datiEventoUnioneCivile.testimone1","flagComparente","","evento.datiEventoUnioneCivile.numeroTestimoni,<,1"
"Testimone 1","Firmatario","NO","evento.datiEventoUnioneCivile.testimone1","flagFirmatario","","evento.datiEventoUnioneCivile.numeroTestimoni,<,1"
"Testimone 2","Cognome","NO","evento.datiEventoUnioneCivile.testimone2","cognome","","evento.datiEventoUnioneCivile.numeroTestimoni,<,2"
"Testimone 2","Nome","SI","evento.datiEventoUnioneCivile.testimone2","nome","","evento.datiEventoUnioneCivile.numeroTestimoni,<,2"
"Testimone 2","Sesso","NO","evento.datiEventoUnioneCivile.testimone2","sesso","","evento.datiEventoUnioneCivile.numeroTestimoni,<,2"
"Testimone 2","Data nascita","SI","evento.datiEventoUnioneCivile.testimone2","dataNascita","","evento.datiEventoUnioneCivile.numeroTestimoni,<,2"
"Testimone 2","Stato di nascita","SI","evento.datiEventoUnioneCivile.testimone2","idStatoNascita","","evento.datiEventoUnioneCivile.numeroTestimoni,<,2"
"Testimone 2","Stato di nascita - Descrizione","SI","evento.datiEventoUnioneCivile.testimone2","nomeStatoNascita","","evento.datiEventoUnioneCivile.numeroTestimoni,<,2"
"Testimone 2","Provincia di nascita","NO","evento.datiEventoUnioneCivile.testimone2","idProvinciaNascita","","evento.datiEventoUnioneCivile.numeroTestimoni,<,2"
"Testimone 2","Provincia di nascita - Descrizione","NO","evento.datiEventoUnioneCivile.testimone2","siglaProvinciaNascita","","evento.datiEventoUnioneCivile.numeroTestimoni,<,2"
"Testimone 2","Comune di nascita","NO","evento.datiEventoUnioneCivile.testimone2","idComuneNascita","","evento.datiEventoUnioneCivile.numeroTestimoni,<,2"
"Testimone 2","Comune di nascita - Descrizione","NO","evento.datiEventoUnioneCivile.testimone2","nomeComuneNascita","","evento.datiEventoUnioneCivile.numeroTestimoni,<,2"
"Testimone 2","Nazionalita","SI","evento.datiEventoUnioneCivile.testimone2","idNazionalita","","evento.datiEventoUnioneCivile.numeroTestimoni,<,2"
"Testimone 2","Nazionalita - Descrizione","SI","evento.datiEventoUnioneCivile.testimone2","nazionalita","","evento.datiEventoUnioneCivile.numeroTestimoni,<,2"
"Testimone 2","Stato di residenza","SI","evento.datiEventoUnioneCivile.testimone2","idStatoResidenza","","evento.datiEventoUnioneCivile.numeroTestimoni,<,2"
"Testimone 2","Stato di residenza - Descrizione","SI","evento.datiEventoUnioneCivile.testimone2","nomeStatoResidenza","","evento.datiEventoUnioneCivile.numeroTestimoni,<,2"
"Testimone 2","Provincia di residenza","NO","evento.datiEventoUnioneCivile.testimone2","idProvinciaResidenza","","evento.datiEventoUnioneCivile.numeroTestimoni,<,2"
"Testimone 2","Provincia di residenza - Descrizione","NO","evento.datiEventoUnioneCivile.testimone2","siglaProvinciaResidenza","","evento.datiEventoUnioneCivile.numeroTestimoni,<,2"
"Testimone 2","Comune di residenza","NO","evento.datiEventoUnioneCivile.testimone2","idComuneResidenza","","evento.datiEventoUnioneCivile.numeroTestimoni,<,2"
"Testimone 2","Comune di residenza - Descrizione","NO","evento.datiEventoUnioneCivile.testimone2","nomeComuneResidenza","","evento.datiEventoUnioneCivile.numeroTestimoni,<,2"
"Testimone 2","Indirizzo di residenza","NO","evento.datiEventoUnioneCivile.testimone2","indirizzoResidenza","","evento.datiEventoUnioneCivile.numeroTestimoni,<,2"
"Testimone 2","flag dichiarante","SI","evento.datiEventoUnioneCivile.testimone2","flagDichiarante","","evento.datiEventoUnioneCivile.numeroTestimoni,<,2"
"Testimone 2","flag comparente","SI","evento.datiEventoUnioneCivile.testimone2","flagComparente","","evento.datiEventoUnioneCivile.numeroTestimoni,<,2"
"Testimone 2","Firmatario","NO","evento.datiEventoUnioneCivile.testimone2","flagFirmatario","","evento.datiEventoUnioneCivile.numeroTestimoni,<,2"
"Testimone 3","Cognome","NO","evento.datiEventoUnioneCivile.testimone3","cognome","","evento.datiEventoUnioneCivile.numeroTestimoni,<,3"
