"Sezione","Campo","Obbligatorio","Binding Object","Binding Field","Note obbligatorieta' formule"
"Allegati","Certificato della richiesta di costituzione 1","SI","","",""
"Allegati","Certificato della richiesta di costituzione 2","NO","","",""
"Allegati","Rigetto del Tribunale all'opposizione","NO","","",""
"Allegati","Ordinanza che dichiara estinto il giudizio di opposizione","NO","","",""
"Allegati","Decreto del tribunale per autorizzazione nonostante impedimento di età","NO","","",""
"Allegati","Decreto del tribunale per autorizzazione nonostante impedimento di affinità o affiliazione","NO","","",""
"Formula","73-bis","SI","","",""
"Formula","73-ter","NO","","",""
"Formula","73-quater","NO","","",""
"Formula","73-sexies","NO","","",""
"Formula","73-septies","NO","","",""
"Formula","73-octies","NO","","",""
"Formula","73-nonies","NO","","",""
"Formula","73-decies","NO","","",""
"Formula","73-undecies","NO","","",""
"Formula","73-duodecies","NO","","",""
"Formula","73-terdecies","NO","","",""
"Formula","73-quaterdecies","NO","","",""
"Formula","73-quinquiesdecies","NO","","",""
"Formula","73-sexiesdecies","NO","","",""
"Formula","73-septiesdecies","NO","","",""
"Formula","194","NO","","",""
"Formula","195","NO","","",""
"Formula","196","NO","","",""
"Formula","197","NO","","",""
"Formula","198","NO","","",""
"Formula","199","NO","","",""
"Sezione","Campo","Obbligatorio","Binding Object","Binding Field","Note obbligatorieta' formule"
"Formazione atto","Numero comunale","SI","evento","numeroatto",""
"Formazione atto","Data formazione","SI","evento","dataformazione",""
"Formazione atto","Ora formazione","SI","evento","ora",""
"Formazione atto","Minuti formazione","SI","evento","minuto",""
"Dati generali","Data Evento","SI","evento.datiEventoUnioneCivile","dataEvento",""
"Dati generali","Ora Evento","SI","evento.datiEventoUnioneCivile","oraEvento",""
"Dati generali","Minuti Evento","SI","evento.datiEventoUnioneCivile","minutoEvento",""
"Dati generali","Documenti presentati","SI","evento","datiProdotti",""
"Officiante","Officiante","SI","evento.datiEventoUnioneCivile","officiante",""
"Officiante","Cognome","NO","evento.datiEventoUnioneCivile","cognomeOfficiante",""
"Officiante","Nome","SI","evento.datiEventoUnioneCivile","nomeOfficiante",""
"Certificato di richiesta di costituzione 1","Provincia","SI","evento.datiEventoUnioneCivile.certificatoCostituzione1","idProvinciaCertificatoCostituzione",""
"Certificato di richiesta di costituzione 1","Provincia - Descrizione","SI","evento.datiEventoUnioneCivile.certificatoCostituzione1","siglaProvinciaCertificatoCostituzione",""
"Certificato di richiesta di costituzione 1","Comune","SI","evento.datiEventoUnioneCivile.certificatoCostituzione1","comuneCertificatoCostituzione",""
"Certificato di richiesta di costituzione 1","Comune - Descrizione","SI","evento.datiEventoUnioneCivile.certificatoCostituzione1","nomeComuneCertificatoCostituzione",""
"Certificato di richiesta di costituzione 1","Data","SI","evento.datiEventoUnioneCivile.certificatoCostituzione1","dataCertificatoCostituzione",""
"Certificato di richiesta di costituzione 2","Provincia","NO","evento.datiEventoUnioneCivile.certificatoCostituzione2","idProvinciaCertificatoCostituzione",""
"Certificato di richiesta di costituzione 2","Provincia - Descrizione","NO","evento.datiEventoUnioneCivile.certificatoCostituzione2","siglaProvinciaCertificatoCostituzione","73-bis"
"Certificato di richiesta di costituzione 2","Comune","NO","evento.datiEventoUnioneCivile.certificatoCostituzione2","comuneCertificatoCostituzione",""
"Certificato di richiesta di costituzione 2","Comune - Descrizione","NO","evento.datiEventoUnioneCivile.certificatoCostituzione2","nomeComuneCertificatoCostituzione","73-bis"
"Certificato di richiesta di costituzione 2","Data","NO","evento.datiEventoUnioneCivile.certificatoCostituzione2","dataCertificatoCostituzione","73-bis"
"Unito civilmente 1","Cognome","NO","evento.intestatari[0]","cognome","73-sexiesdecies,73-terdecies,73-octies,73-nonies,73-undecies,73-decies,73-duodecies"
"Unito civilmente 1","Nome","SI","evento.intestatari[0]","nome",""
"Unito civilmente 1","Sesso","SI","evento.intestatari[0]","sesso",""
"Unito civilmente 1","Data nascita","SI","evento.intestatari[0]","dataNascita",""
"Unito civilmente 1","Stato di nascita","SI","evento.intestatari[0]","idStatoNascita",""
"Unito civilmente 1","Stato di nascita - Descrizione","SI","evento.intestatari[0]","nomeStatoNascita",""
"Unito civilmente 1","Provincia di nascita","NO","evento.intestatari[0]","idProvinciaNascita",""
"Unito civilmente 1","Provincia di nascita - Descrizione","NO","evento.intestatari[0]","siglaProvinciaNascita",""
"Unito civilmente 1","Comune di nascita","NO","evento.intestatari[0]","idComuneNascita",""
"Unito civilmente 1","Comune di nascita - Descrizione","NO","evento.intestatari[0]","nomeComuneNascita",""
"Unito civilmente 1","Nazionalita","SI","evento.intestatari[0]","idNazionalita",""
"Unito civilmente 1","Nazionalita - Descrizione","SI","evento.intestatari[0]","nazionalita",""
"Unito civilmente 1","Stato di residenza","SI","evento.intestatari[0]","idStatoResidenza",""
"Unito civilmente 1","Stato di residenza - Descrizione","SI","evento.intestatari[0]","nomeStatoResidenza",""
"Unito civilmente 1","Provincia di residenza","NO","evento.intestatari[0]","idProvinciaResidenza",""
"Unito civilmente 1","Provincia di residenza - Descrizione","NO","evento.intestatari[0]","siglaProvinciaResidenza",""
"Unito civilmente 1","Comune di residenza","NO","evento.intestatari[0]","idComuneResidenza",""
"Unito civilmente 1","Comune di residenza - Descrizione","NO","evento.intestatari[0]","nomeComuneResidenza",""
"Unito civilmente 1","Indirizzo di residenza","NO","evento.intestatari[0]","indirizzoResidenza",""
"Unito civilmente 1","flag dichiarante","SI","evento.intestatari[0]","flagDichiarante",""
"Unito civilmente 1","flag comparente","SI","evento.intestatari[0]","flagComparente",""
"Unito civilmente 1","flag firmatario","SI","evento.intestatari[0]","flagFirmatario",""
"Unito civilmente 2","Cognome","NO","evento.intestatari[1]","cognome","73-sexiesdecies,73-terdecies,73-octies,73-nonies,73-undecies,73-decies,73-duodecies"
"Unito civilmente 2","Nome","SI","evento.intestatari[1]","nome",""
"Unito civilmente 2","Sesso","SI","evento.intestatari[1]","sesso",""
"Unito civilmente 2","Data nascita","SI","evento.intestatari[1]","dataNascita",""
"Unito civilmente 2","Stato di nascita","SI","evento.intestatari[1]","idStatoNascita",""
"Unito civilmente 2","Stato di nascita - Descrizione","SI","evento.intestatari[1]","nomeStatoNascita",""
"Unito civilmente 2","Provincia di nascita","NO","evento.intestatari[1]","idProvinciaNascita",""
"Unito civilmente 2","Provincia di nascita - Descrizione","NO","evento.intestatari[1]","siglaProvinciaNascita",""
"Unito civilmente 2","Comune di nascita","NO","evento.intestatari[1]","idComuneNascita",""
"Unito civilmente 2","Comune di nascita - Descrizione","NO","evento.intestatari[1]","nomeComuneNascita",""
"Unito civilmente 2","Nazionalita","SI","evento.intestatari[1]","idNazionalita",""
"Unito civilmente 2","Nazionalita - Descrizione","SI","evento.intestatari[1]","nazionalita",""
"Unito civilmente 2","Stato di residenza","SI","evento.intestatari[1]","idStatoResidenza",""
"Unito civilmente 2","Stato di residenza - Descrizione","SI","evento.intestatari[1]","nomeStatoResidenza",""
"Unito civilmente 2","Provincia di residenza","NO","evento.intestatari[1]","idProvinciaResidenza",""
"Unito civilmente 2","Provincia di residenza - Descrizione","NO","evento.intestatari[1]","siglaProvinciaResidenza",""
"Unito civilmente 2","Comune di residenza","NO","evento.intestatari[1]","idComuneResidenza",""
"Unito civilmente 2","Comune di residenza - Descrizione","NO","evento.intestatari[1]","nomeComuneResidenza",""
"Unito civilmente 2","Indirizzo di residenza","NO","evento.intestatari[1]","indirizzoResidenza",""
"Unito civilmente 2","flag dichiarante","SI","evento.intestatari[1]","flagDichiarante",""
"Unito civilmente 2","flag comparente","SI","evento.intestatari[1]","flagComparente",""
"Unito civilmente 2","flag firmatario","SI","evento.intestatari[1]","flagFirmatario",""
"Testimone 1","Cognome","NO","evento.datiEventoUnioneCivile.testimone1","cognome",""
"Testimone 1","Nome","NO","evento.datiEventoUnioneCivile.testimone1","nome",""
"Testimone 1","Sesso","NO","evento.datiEventoUnioneCivile.testimone1","sesso",""
"Testimone 1","Data nascita","NO","evento.datiEventoUnioneCivile.testimone1","dataNascita",""
"Testimone 1","Stato di nascita","NO","evento.datiEventoUnioneCivile.testimone1","idStatoNascita",""
"Testimone 1","Stato di nascita - Descrizione","NO","evento.datiEventoUnioneCivile.testimone1","nomeStatoNascita",""
"Testimone 1","Provincia di nascita","NO","evento.datiEventoUnioneCivile.testimone1","idProvinciaNascita",""
"Testimone 1","Provincia di nascita - Descrizione","NO","evento.datiEventoUnioneCivile.testimone1","siglaProvinciaNascita",""
"Testimone 1","Comune di nascita","NO","evento.datiEventoUnioneCivile.testimone1","idComuneNascita",""
"Testimone 1","Comune di nascita - Descrizione","NO","evento.datiEventoUnioneCivile.testimone1","nomeComuneNascita",""
"Testimone 1","Nazionalita","NO","evento.datiEventoUnioneCivile.testimone1","idNazionalita",""
"Testimone 1","Nazionalita - Descrizione","NO","evento.datiEventoUnioneCivile.testimone1","nazionalita",""
"Testimone 1","Stato di residenza","NO","evento.datiEventoUnioneCivile.testimone1","idStatoResidenza",""
"Testimone 1","Stato di residenza - Descrizione","NO","evento.datiEventoUnioneCivile.testimone1","nomeStatoResidenza",""
"Testimone 1","Provincia di residenza","NO","evento.datiEventoUnioneCivile.testimone1","idProvinciaResidenza",""
"Testimone 1","Provincia di residenza - Descrizione","NO","evento.datiEventoUnioneCivile.testimone1","siglaProvinciaResidenza",""
"Testimone 1","Comune di residenza","NO","evento.datiEventoUnioneCivile.testimone1","idComuneResidenza",""
"Testimone 1","Comune di residenza - Descrizione","NO","evento.datiEventoUnioneCivile.testimone1","nomeComuneResidenza",""
"Testimone 1","Indirizzo di residenza","NO","evento.datiEventoUnioneCivile.testimone1","indirizzoResidenza",""
"Testimone 1","flag dichiarante","NO","evento.datiEventoUnioneCivile.testimone1","flagDichiarante",""
"Testimone 1","flag comparente","NO","evento.datiEventoUnioneCivile.testimone1","flagComparente",""
"Testimone 1","flag firmatario","NO","evento.datiEventoUnioneCivile.testimone1","flagFirmatario",""
"Testimone 2","Cognome","NO","evento.datiEventoUnioneCivile.testimone2","cognome",""
"Testimone 2","Nome","NO","evento.datiEventoUnioneCivile.testimone2","nome",""
"Testimone 2","Sesso","NO","evento.datiEventoUnioneCivile.testimone2","sesso",""
"Testimone 2","Data nascita","NO","evento.datiEventoUnioneCivile.testimone2","dataNascita",""
"Testimone 2","Stato di nascita","NO","evento.datiEventoUnioneCivile.testimone2","idStatoNascita",""
"Testimone 2","Stato di nascita - Descrizione","NO","evento.datiEventoUnioneCivile.testimone2","nomeStatoNascita",""
"Testimone 2","Provincia di nascita","NO","evento.datiEventoUnioneCivile.testimone2","idProvinciaNascita",""
"Testimone 2","Provincia di nascita - Descrizione","NO","evento.datiEventoUnioneCivile.testimone2","siglaProvinciaNascita",""
"Testimone 2","Comune di nascita","NO","evento.datiEventoUnioneCivile.testimone2","idComuneNascita",""
"Testimone 2","Comune di nascita - Descrizione","NO","evento.datiEventoUnioneCivile.testimone2","nomeComuneNascita",""
"Testimone 2","Nazionalita","NO","evento.datiEventoUnioneCivile.testimone2","idNazionalita",""
"Testimone 2","Nazionalita - Descrizione","NO","evento.datiEventoUnioneCivile.testimone2","nazionalita",""
"Testimone 2","Stato di residenza","NO","evento.datiEventoUnioneCivile.testimone2","idStatoResidenza",""
"Testimone 2","Stato di residenza - Descrizione","NO","evento.datiEventoUnioneCivile.testimone2","nomeStatoResidenza",""
"Testimone 2","Provincia di residenza","NO","evento.datiEventoUnioneCivile.testimone2","idProvinciaResidenza",""
"Testimone 2","Provincia di residenza - Descrizione","NO","evento.datiEventoUnioneCivile.testimone2","siglaProvinciaResidenza",""
"Testimone 2","Comune di residenza","NO","evento.datiEventoUnioneCivile.testimone2","idComuneResidenza",""
"Testimone 2","Comune di residenza - Descrizione","NO","evento.datiEventoUnioneCivile.testimone2","nomeComuneResidenza",""
"Testimone 2","Indirizzo di residenza","NO","evento.datiEventoUnioneCivile.testimone2","indirizzoResidenza",""
"Testimone 2","flag dichiarante","NO","evento.datiEventoUnioneCivile.testimone2","flagDichiarante",""
"Testimone 2","flag comparente","NO","evento.datiEventoUnioneCivile.testimone2","flagComparente",""
"Testimone 2","flag firmatario","NO","evento.datiEventoUnioneCivile.testimone2","flagFirmatario",""
"Testimone 3","Cognome","NO","evento.datiEventoUnioneCivile.testimone3","cognome",""
"Testimone 3","Nome","NO","evento.datiEventoUnioneCivile.testimone3","nome",""
"Testimone 3","Sesso","NO","evento.datiEventoUnioneCivile.testimone3","sesso",""
"Testimone 3","Data nascita","NO","evento.datiEventoUnioneCivile.testimone3","dataNascita",""
"Testimone 3","Stato di nascita","NO","evento.datiEventoUnioneCivile.testimone3","idStatoNascita",""
"Testimone 3","Stato di nascita - Descrizione","NO","evento.datiEventoUnioneCivile.testimone3","nomeStatoNascita",""
"Testimone 3","Provincia di nascita","NO","evento.datiEventoUnioneCivile.testimone3","idProvinciaNascita",""
"Testimone 3","Provincia di nascita - Descrizione","NO","evento.datiEventoUnioneCivile.testimone3","siglaProvinciaNascita",""
"Testimone 3","Comune di nascita","NO","evento.datiEventoUnioneCivile.testimone3","idComuneNascita",""
"Testimone 3","Comune di nascita - Descrizione","NO","evento.datiEventoUnioneCivile.testimone3","nomeComuneNascita",""
"Testimone 3","Nazionalita","NO","evento.datiEventoUnioneCivile.testimone3","idNazionalita",""
"Testimone 3","Nazionalita - Descrizione","NO","evento.datiEventoUnioneCivile.testimone3","nazionalita",""
"Testimone 3","Stato di residenza","NO","evento.datiEventoUnioneCivile.testimone3","idStatoResidenza",""
"Testimone 3","Stato di residenza - Descrizione","NO","evento.datiEventoUnioneCivile.testimone3","nomeStatoResidenza",""
"Testimone 3","Provincia di residenza","NO","evento.datiEventoUnioneCivile.testimone3","idProvinciaResidenza",""
"Testimone 3","Provincia di residenza - Descrizione","NO","evento.datiEventoUnioneCivile.testimone3","siglaProvinciaResidenza",""
"Testimone 3","Comune di residenza","NO","evento.datiEventoUnioneCivile.testimone3","idComuneResidenza",""
"Testimone 3","Comune di residenza - Descrizione","NO","evento.datiEventoUnioneCivile.testimone3","nomeComuneResidenza",""
"Testimone 3","Indirizzo di residenza","NO","evento.datiEventoUnioneCivile.testimone3","indirizzoResidenza",""
"Testimone 3","flag dichiarante","NO","evento.datiEventoUnioneCivile.testimone3","flagDichiarante",""
"Testimone 3","flag comparente","NO","evento.datiEventoUnioneCivile.testimone3","flagComparente",""
"Testimone 3","flag firmatario","NO","evento.datiEventoUnioneCivile.testimone3","flagFirmatario",""
"Testimone 4","Cognome","NO","evento.datiEventoUnioneCivile.testimone4","cognome",""
"Testimone 4","Nome","NO","evento.datiEventoUnioneCivile.testimone4","nome",""
"Testimone 4","Sesso","NO","evento.datiEventoUnioneCivile.testimone4","sesso",""
"Testimone 4","Data nascita","NO","evento.datiEventoUnioneCivile.testimone4","dataNascita",""
"Testimone 4","Stato di nascita","NO","evento.datiEventoUnioneCivile.testimone4","idStatoNascita",""
"Testimone 4","Stato di nascita - Descrizione","NO","evento.datiEventoUnioneCivile.testimone4","nomeStatoNascita",""
"Testimone 4","Provincia di nascita","NO","evento.datiEventoUnioneCivile.testimone4","idProvinciaNascita",""
"Testimone 4","Provincia di nascita - Descrizione","NO","evento.datiEventoUnioneCivile.testimone4","siglaProvinciaNascita",""
"Testimone 4","Comune di nascita","NO","evento.datiEventoUnioneCivile.testimone4","idComuneNascita",""
