"Sezione","Campo","Obbligatorio","Binding Object","Binding Field","Note obbligatorieta' formule","Condizioni obbligatorieta'"
"Allegati","Decreto del tribunale per autorizzazione nonostante impedimento di età","NO","","","","evento.datiEventoMatrimonio.difettoEta,!=,1"
"Allegati","Decreto del tribunale per autorizzazione nonostante impedimento di affinità o affiliazione","NO","","","","evento.datiEventoMatrimonio.impedimentoParentela,!=,0"
"Allegati","Decreto del tribunale per autorizzazione nonostante impedimento di divieto temporaneo di nuove nozze","NO","","","","evento.datiEventoMatrimonio.divietoTemporaneo,=,true"
"Allegati","Copia integrale atto di nascita degli sposi","NO","","","",""
"Allegati","Autocertificazione cumulativa stato libero, residenza, cittadinanza","NO","","","",""
"Allegati","Richiesta rilascio atto di delega","NO","","","",""
"Allegati","Atto di delegazione","NO","","","",""
"Allegati","Copia atto di matrimonio trascritto","NO","","","",""
"Allegati","Nullaosta di cui all'art. 116 o documentazione equivalente","SI","","","",""
"Allegati","Documenti utilizzati per la pubblicazione","NO","","","",""
"Formula","54.alt","SI","","","",""
"Formula","57","NO","","","",""
"Formula","58","NO","","","",""
"Formula","59","NO","","","",""
"Formula","62","NO","","","",""
"Formula","62-bis","NO","","","",""
"Formula","63","NO","","","",""
"Formula","64","NO","","","",""
"Formula","65","NO","","","",""
"Formula","66","NO","","","",""
"Formula","67","NO","","","",""
"Formula","68","NO","","","",""
"Formula","69","NO","","","",""
"Formula","70","NO","","","",""
"Formula","71","NO","","","",""
"Formula","72","NO","","","",""
"Formula","197","NO","","","",""
"Sezione","Campo","Obbligatorio","Binding Object","Binding Field","Note obbligatorieta' formule","Si puo' ignorare la sezione per"
"Formazione atto","Numero comunale","SI","evento","numeroatto","","obbligatoria"
"Formazione atto","Data formazione","SI","evento","dataformazione","","obbligatoria"
"Formazione atto","Ora formazione","SI","evento","ora","","obbligatoria"
"Formazione atto","Minuti formazione","SI","evento","minuto","","obbligatoria"
"Dati generali","Data Evento","SI","evento.datiEventoMatrimonio","dataEvento","","obbligatoria"
"Dati generali","Ora Evento","SI","evento.datiEventoMatrimonio","oraEvento","","obbligatoria"
"Dati generali","Minuti Evento","SI","evento.datiEventoMatrimonio","minutoEvento","","obbligatoria"
"Dati generali","Presentazione documenti","SI","evento","datiProdotti","","obbligatoria"
"Officiante","Ufficiale di stato civile delegato a celebrare il matrimonio","SI","evento.datiEventoMatrimonio","officiante","","obbligatoria"
"Officiante","Cognome","SI","evento.datiEventoMatrimonio.officianteEvento","cognome","","obbligatoria"
"Officiante","Nome","SI","evento.datiEventoMatrimonio.officianteEvento","nome","","obbligatoria"
"Officiante","Identificativo unico nazionale","NO","evento.datiEventoMatrimonio.officianteEvento","idANPR","","obbligatoria"
