"Sezione","Campo","Obbligatorio","Binding Object","Binding Field","Note obbligatorieta' formule","Condizioni obbligatorieta'"
"Allegati","Esito accertamento di cittadinanza","SI","","","",""
"Allegati","Decreto notificato con marca da bollo da € 16","SI","","","",""
"Allegati","Comunicazione prefettizia di concessione cittadinanza","SI","","","",""
"Allegati","Documento d’identità","SI","","","",""
"Allegati","Documentazione comprovante l’incapacità di agire","SI","","","",""
"Allegati","Documento di delega per il rappresentante","SI","","","",""
"Formula","81.1","SI","","","",""
"Sezione","Campo","Obbligatorio","Binding Object","Binding Field","Note obbligatorieta' formule","Si puo' ignorare la sezione per"
"Formazione atto","Numero comunale","SI","evento","numeroatto","","obbligatoria"
"Formazione atto","Data formazione","SI","evento","dataformazione","","obbligatoria"
"Formazione atto","Ora formazione","SI","evento","ora","","obbligatoria"
"Formazione atto","Minuti formazione","SI","evento","minuto","","obbligatoria"
"Dati generali","Data decreto conferimento","SI","evento.datiEventoCittadinanza","dataDecretoConferimento","","obbligatoria"
"Dati generali","Data registrazione alla Corte dei Conti","NO","evento.datiEventoCittadinanza","dataRegistrazioneDecreto","","obbligatoria"
"Dati generali","Data notifica del decreto","SI","evento.datiEventoCittadinanza","dataNotificaDelDecreto","","obbligatoria"
"Dati generali","Estremi decreto","SI","evento.datiEventoCittadinanza","estremiDecretoConferimento","","obbligatoria"
"Officiante ","Ufficiale di stato civile delegato al giuramento di cittadinanza","SI","evento.datiEventoCittadinanza","officiante","","opzionale"
"Officiante ","Cognome","SI","evento.ufficialeStatoCivile","cognome","","opzionale"
"Officiante ","Nome","SI","evento.ufficialeStatoCivile","nome","","opzionale"
"Officiante ","Identificativo unico nazionale","NO","evento.ufficialeStatoCivile","idANPR","","opzionale"
"Officiante ","Sesso","NO","evento.ufficialeStatoCivile","sesso","","opzionale"
"Officiante ","Data nascita","NO","evento.ufficialeStatoCivile","dataNascita","","opzionale"
"Officiante ","Stato di nascita","NO","evento.ufficialeStatoCivile","idStatoNascita","","opzionale"
"Officiante ","Stato di nascita - Descrizione","NO","evento.ufficialeStatoCivile","nomeStatoNascita","","opzionale"
"Officiante ","Provincia di nascita","NO","evento.ufficialeStatoCivile","idProvinciaNascita","","opzionale"
"Officiante ","Provincia di nascita - Descrizione","NO","evento.ufficialeStatoCivile","siglaProvinciaNascita","","opzionale"
"Officiante ","Comune di nascita","NO","evento.ufficialeStatoCivile","idComuneNascita","","opzionale"
"Officiante ","Comune di nascita - Descrizione","NO","evento.ufficialeStatoCivile","nomeComuneNascita","","opzionale"
"Officiante ","Località estera","NO","evento.ufficialeStatoCivile","localitaEsteraNascita","","opzionale"
"Officiante ","Nazionalità","NO","evento.ufficialeStatoCivile","idNazionalita","","opzionale"
"Officiante ","Nazionalità - Descrizione","NO","evento.ufficialeStatoCivile","nazionalita","","opzionale"
"Officiante ","Residenza non nota","NO","evento.ufficialeStatoCivile","flagIrreperibile","","opzionale"
"Officiante ","Stato di residenza","NO","evento.ufficialeStatoCivile","idStatoResidenza","","opzionale"
"Officiante ","Stato di residenza - Descrizione","NO","evento.ufficialeStatoCivile","nomeStatoResidenza","","opzionale"
"Officiante ","Provincia di residenza","NO","evento.ufficialeStatoCivile","idProvinciaResidenza","","opzionale"
"Officiante ","Provincia di residenza - Descrizione","NO","evento.ufficialeStatoCivile","siglaProvinciaResidenza","","opzionale"
"Officiante ","Comune di residenza","NO","evento.ufficialeStatoCivile","idComuneResidenza","","opzionale"
"Officiante ","Comune di residenza - Descrizione","NO","evento.ufficialeStatoCivile","nomeComuneResidenza","","opzionale"
"Officiante ","Indirizzo di residenza","NO","evento.ufficialeStatoCivile","indirizzoResidenza","","opzionale"
"Officiante ","flag dichiarante","SI","evento.ufficialeStatoCivile","flagDichiarante","","opzionale"
"Officiante ","flag comparente","SI","evento.ufficialeStatoCivile","flagComparente","","opzionale"
"Officiante ","Firmatario","NO","evento.ufficialeStatoCivile","flagFirmatario","","opzionale"
"Intestatario","Cognome","NO","evento.intestatari[0]","cognome","81.1","obbligatoria"
"Intestatario","Nome","SI","evento.intestatari[0]","nome","","obbligatoria"
"Intestatario","Codice Fiscale","NO","evento.intestatari[0]","codiceFiscale","81.1","obbligatoria"
"Intestatario","Identificativo unico nazionale","NO","evento.intestatari[0]","idANPR","","obbligatoria"
"Intestatario","Sesso","SI","evento.intestatari[0]","sesso","","obbligatoria"
"Intestatario","Data nascita","SI","evento.intestatari[0]","dataNascita","","obbligatoria"
"Intestatario","Stato Nascita","SI","evento.intestatari[0]","idStatoNascita","","obbligatoria"
"Intestatario","Stato Nascita - Descrizione","SI","evento.intestatari[0]","nomeStatoNascita","","obbligatoria"
"Intestatario","Provincia Nascita","NO","evento.intestatari[0]","idProvinciaNascita","","obbligatoria"
"Intestatario","Provincia Nascita - Descrizione","NO","evento.intestatari[0]","siglaProvinciaNascita","81.1","obbligatoria"
"Intestatario","Comune Nascita","NO","evento.intestatari[0]","idComuneNascita","","obbligatoria"
