"Sezione","Campo","Obbligatorio","Binding Object","Binding Field","Note obbligatorieta' formule"
"Allegati","Ricevuta pagamento contributo di 250,00","SI","","",""
"Allegati","Atto estero di nascita originale o copia autentica","NO","","",""
"Allegati","Copia integrale dell'atto di nascita dell'interessato","NO","","",""
"Allegati","Copia dell'atto di riconoscimento","SI","","",""
"Allegati","Certificazione di cittadinanza del genitore","SI","","",""
"Formula","74","SI","","",""
"Formula","194","NO","","",""
"Formula","195","NO","","",""
"Formula","196","NO","","",""
"Formula","197","NO","","",""
"Formula","198","NO","","",""
"Formula","199","NO","","",""
"Sezione","Campo","Obbligatorio","Binding Object","Binding Field","Note obbligatorieta' formule"
"Generalità madre","Cognome","NO","evento.madre","cognome","74"
"Generalità madre","Nome","NO","evento.madre","nome","74"
"Generalità madre","Sesso","NO","evento.madre","sesso",""
"Generalità madre","Data nascita","NO","evento.madre","dataNascita",""
"Generalità madre","Stato di nascita","NO","evento.madre","idStatoNascita",""
"Generalità madre","Stato di nascita - Descrizione","NO","evento.madre","nomeStatoNascita",""
"Generalità madre","Provincia di nascita","NO","evento.madre","idProvinciaNascita",""
"Generalità madre","Provincia di nascita - Descrizione","NO","evento.madre","siglaProvinciaNascita",""
"Generalità madre","Comune di nascita","NO","evento.madre","idComuneNascita",""
"Generalità madre","Comune di nascita - Descrizione","NO","evento.madre","nomeComuneNascita",""
"Generalità madre","Nazionalita","NO","evento.madre","idNazionalita",""
"Generalità madre","Nazionalita - Descrizione","NO","evento.madre","nazionalita","74"
"Generalità madre","Stato di residenza","NO","evento.madre","idStatoResidenza",""
"Generalità madre","Stato di residenza - Descrizione","NO","evento.madre","nomeStatoResidenza",""
"Generalità madre","Provincia di residenza","NO","evento.madre","idProvinciaResidenza",""
"Generalità madre","Provincia di residenza - Descrizione","NO","evento.madre","siglaProvinciaResidenza",""
"Generalità madre","Comune di residenza","NO","evento.madre","idComuneResidenza",""
"Generalità madre","Comune di residenza - Descrizione","NO","evento.madre","nomeComuneResidenza",""
"Generalità madre","Indirizzo di residenza","NO","evento.madre","indirizzoResidenza",""
"Generalità madre","flag dichiarante","NO","evento.madre","flagDichiarante",""
"Generalità madre","flag comparente","NO","evento.madre","flagComparente",""
"Generalità madre","flag firmatario","NO","evento.madre","flagFirmatario",""
"Generalità padre","Cognome","NO","evento.padre","cognome","74"
"Generalità padre","Nome","NO","evento.padre","nome","74"
"Generalità padre","Sesso","NO","evento.padre","sesso",""
"Generalità padre","Data nascita","NO","evento.padre","dataNascita",""
"Generalità padre","Stato di nascita","NO","evento.padre","idStatoNascita",""
"Generalità padre","Stato di nascita - Descrizione","NO","evento.padre","nomeStatoNascita",""
"Generalità padre","Provincia di nascita","NO","evento.padre","idProvinciaNascita",""
"Generalità padre","Provincia di nascita - Descrizione","NO","evento.padre","siglaProvinciaNascita",""
"Generalità padre","Comune di nascita","NO","evento.padre","idComuneNascita",""
"Generalità padre","Comune di nascita - Descrizione","NO","evento.padre","nomeComuneNascita",""
"Generalità padre","Nazionalita","NO","evento.padre","idNazionalita",""
"Generalità padre","Nazionalita - Descrizione","NO","evento.padre","nazionalita","74"
"Generalità padre","Stato di residenza","NO","evento.padre","idStatoResidenza",""
"Generalità padre","Stato di residenza - Descrizione","NO","evento.padre","nomeStatoResidenza",""
"Generalità padre","Provincia di residenza","NO","evento.padre","idProvinciaResidenza",""
"Generalità padre","Provincia di residenza - Descrizione","NO","evento.padre","siglaProvinciaResidenza",""
"Generalità padre","Comune di residenza","NO","evento.padre","idComuneResidenza",""
"Generalità padre","Comune di residenza - Descrizione","NO","evento.padre","nomeComuneResidenza",""
"Generalità padre","Indirizzo di residenza","NO","evento.padre","indirizzoResidenza",""
"Generalità padre","flag dichiarante","NO","evento.padre","flagDichiarante",""
"Generalità padre","flag comparente","NO","evento.padre","flagComparente",""
"Generalità padre","flag firmatario","NO","evento.padre","flagFirmatario",""
"Riconoscimento Padre - Trascrizioni Nascita","Id atto","NO","evento.riconoscimentoPadre.atto","idAnsc",""
"Riconoscimento Padre - Trascrizioni Nascita","Provincia registrazione","NO","evento.riconoscimentoPadre.atto","idProvinciaRegistrazione",""
"Riconoscimento Padre - Trascrizioni Nascita","Provincia registrazione - Descrizione","NO","evento.riconoscimentoPadre.atto","siglaProvinciaRegistrazione",""
"Riconoscimento Padre - Trascrizioni Nascita","Comune registrazione","NO","evento.riconoscimentoPadre.atto","idComuneRegistrazione",""
"Riconoscimento Padre - Trascrizioni Nascita","Comune registrazione - Descrizione","NO","evento.riconoscimentoPadre.atto","nomeComuneRegistrazione",""
"Riconoscimento Padre - Trascrizioni Nascita","Tipo evento","NO","evento.riconoscimentoPadre.atto","idtipocontenuto",""
"Riconoscimento Padre - Trascrizioni Nascita","Numero Comunale","NO","evento.riconoscimentoPadre.atto","numeroatto",""
"Riconoscimento Padre - Trascrizioni Nascita","Anno atto","NO","evento.riconoscimentoPadre.atto","annoAtto",""
"Riconoscimento Padre - Trascrizioni Nascita","Data atto","NO","evento.riconoscimentoPadre.atto","dataformazione","74"
"Riconoscimento Padre - Trascrizioni Nascita","Tipo registro","NO","evento.riconoscimentoPadre.atto","tipologia",""
"Riconoscimento Padre - Trascrizioni Nascita","Parte","NO","evento.riconoscimentoPadre.atto","parte",""
"Riconoscimento Padre - Trascrizioni Nascita","Serie","NO","evento.riconoscimentoPadre.atto","serie",""
"Estremi ente - sentenza riconoscimento paterno","Data formazione documento","NO","evento.riconoscimentoPadre.autorizzazione","dataTrascrizione","74"
"Estremi ente - sentenza riconoscimento paterno","Estremi documento","NO","evento.riconoscimentoPadre.autorizzazione","estremiDocumento","74"
"Estremi ente - sentenza riconoscimento paterno","Nome ente","NO","evento.riconoscimentoPadre.autorizzazione","nomeEnte","74"
"Estremi ente - sentenza riconoscimento paterno","Provincia ente","NO","evento.riconoscimentoPadre.autorizzazione","idProvinciaEnte",""
"Estremi ente - sentenza riconoscimento paterno","Provincia ente - Descrizione","NO","evento.riconoscimentoPadre.autorizzazione","siglaProvinciaEnte","74"
"Estremi ente - sentenza riconoscimento paterno","Comune ente","NO","evento.riconoscimentoPadre.autorizzazione","idComuneEnte",""
"Estremi ente - sentenza riconoscimento paterno","Comune ente - Descrizione","NO","evento.riconoscimentoPadre.autorizzazione","nomeComuneEnte","74"
"Estremi ente - sentenza riconoscimento materno","Data formazione documento","NO","evento.riconoscimentoMadre.autorizzazione","dataTrascrizione",""
"Estremi ente - sentenza riconoscimento materno","Estremi documento","NO","evento.riconoscimentoMadre.autorizzazione","estremiDocumento",""
"Estremi ente - sentenza riconoscimento materno","Nome ente","NO","evento.riconoscimentoMadre.autorizzazione","nomeEnte",""
"Estremi ente - sentenza riconoscimento materno","Provincia ente","NO","evento.riconoscimentoMadre.autorizzazione","idProvinciaEnte",""
"Estremi ente - sentenza riconoscimento materno","Provincia ente - Descrizione","NO","evento.riconoscimentoMadre.autorizzazione","siglaProvinciaEnte",""
"Estremi ente - sentenza riconoscimento materno","Comune ente","NO","evento.riconoscimentoMadre.autorizzazione","idComuneEnte",""
"Estremi ente - sentenza riconoscimento materno","Comune ente - Descrizione","NO","evento.riconoscimentoMadre.autorizzazione","nomeComuneEnte",""
"Riconoscimento Madre - Trascrizioni Nascita","Id atto","NO","evento.riconoscimentoMadre.atto","idAnsc",""
"Riconoscimento Madre - Trascrizioni Nascita","Provincia registrazione","NO","evento.riconoscimentoMadre.atto","idProvinciaRegistrazione",""
"Riconoscimento Madre - Trascrizioni Nascita","Provincia registrazione - Descrizione","NO","evento.riconoscimentoMadre.atto","siglaProvinciaRegistrazione",""
"Riconoscimento Madre - Trascrizioni Nascita","Comune registrazione","NO","evento.riconoscimentoMadre.atto","idComuneRegistrazione",""
"Riconoscimento Madre - Trascrizioni Nascita","Comune registrazione - Descrizione","NO","evento.riconoscimentoMadre.atto","nomeComuneRegistrazione",""
"Riconoscimento Madre - Trascrizioni Nascita","Tipo evento","NO","evento.riconoscimentoMadre.atto","idtipocontenuto",""
"Riconoscimento Madre - Trascrizioni Nascita","Numero Comunale","NO","evento.riconoscimentoMadre.atto","numeroatto",""
"Riconoscimento Madre - Trascrizioni Nascita","Anno atto","NO","evento.riconoscimentoMadre.atto","annoAtto",""
"Riconoscimento Madre - Trascrizioni Nascita","Data atto","NO","evento.riconoscimentoMadre.atto","dataformazione","74"
"Riconoscimento Madre - Trascrizioni Nascita","Tipo registro","NO","evento.riconoscimentoMadre.atto","tipologia",""
"Riconoscimento Madre - Trascrizioni Nascita","Parte","NO","evento.riconoscimentoMadre.atto","parte",""
"Riconoscimento Madre - Trascrizioni Nascita","Serie","NO","evento.riconoscimentoMadre.atto","serie",""
"Formazione atto","Numero comunale","SI","evento","numeroatto",""
"Formazione atto","Data formazione","SI","evento","dataformazione",""
"Formazione atto","Ora formazione","SI","evento","ora",""
"Formazione atto","Minuti formazione","SI","evento","minuto",""
"Intestatario","Apolide","SI","evento.datiEventoCittadinanza","intestatarioApolide",""
"Intestatario","Cognome","NO","evento.intestatari[0]","cognome","74"
"Intestatario","Nome","SI","evento.intestatari[0]","nome",""
"Intestatario","Codice Fiscale","NO","evento.intestatari[0]","codiceFiscale","74"
"Intestatario","Sesso","SI","evento.intestatari[0]","sesso",""
"Intestatario","Data nascita","SI","evento.intestatari[0]","dataNascita",""
"Intestatario","Stato Nascita","SI","evento.intestatari[0]","idStatoNascita",""
